id,title,main_picture/medium,main_picture/large,start_date,mean,media_type,status,genres/0/id,genres/0/name,genres/1/id,genres/1/name,genres/2/id,genres/2/name,genres/3/id,genres/3/name,num_episodes,start_season/year,start_season/season,average_episode_duration,rating,studios/0/id,studios/0/name,genres/4/id,genres/4/name,genres/5/id,genres/5/name,genres/6/id,genres/6/name,genres/7/id,genres/7/name,studios/1/id,studios/1/name,studios/2/id,studios/2/name,genres/8/id,genres/8/name,genres/9/id,genres/9/name,message,error,genres/10/id,genres/10/name
6347,Baka to Test to Shoukanjuu,https://api-cdn.myanimelist.net/images/anime/3/50389.jpg,https://api-cdn.myanimelist.net/images/anime/3/50389l.jpg,2010-01-07,7.59,tv,finished_airing,4,Comedy,22,Romance,23,School,31,Super Power,13,2010,winter,1455,pg_13,300,SILVER LINK.,,,,,,,,,,,,,,,,,,,,
3841,Chi's Sweet Home,https://api-cdn.myanimelist.net/images/anime/6/7632.jpg,https://api-cdn.myanimelist.net/images/anime/6/7632l.jpg,2008-03-31,7.7,tv,finished_airing,4,Comedy,36,Slice of Life,,,,,104,2008,spring,180,g,11,Madhouse,,,,,,,,,,,,,,,,,,,,
8086,Densetsu no Yuusha no Densetsu,https://api-cdn.myanimelist.net/images/anime/8/73651.jpg,https://api-cdn.myanimelist.net/images/anime/8/73651l.jpg,2010-07-02,7.59,tv,finished_airing,1,Action,2,Adventure,16,Magic,10,Fantasy,24,2010,summer,1440,r,218,Zexcs,27,Shounen,,,,,,,,,,,,,,,,,,
9982,Fairy Tail OVA,https://api-cdn.myanimelist.net/images/anime/10/65661.jpg,https://api-cdn.myanimelist.net/images/anime/10/65661l.jpg,2011-04-15,7.51,ova,finished_airing,4,Comedy,9,Ecchi,10,Fantasy,16,Magic,5,2011,spring,1645,pg_13,41,Satelight,27,Shounen,,,,,,,56,A-1 Pictures,,,,,,,,,,
1888,Ichigo Mashimaro OVA,https://api-cdn.myanimelist.net/images/anime/4/4325.jpg,https://api-cdn.myanimelist.net/images/anime/4/4325l.jpg,2007-02-23,7.71,ova,finished_airing,4,Comedy,23,School,36,Slice of Life,,,3,2007,winter,1500,pg_13,39,Daume,,,,,,,,,,,,,,,,,,,,
33082,Kingsglaive: Final Fantasy XV,https://api-cdn.myanimelist.net/images/anime/12/79392.jpg,https://api-cdn.myanimelist.net/images/anime/12/79392l.jpg,2016-07-09,7.47,movie,finished_airing,1,Action,,,,,,,1,2016,summer,6932,pg_13,,,,,,,,,,,,,,,,,,,,,,
1096,Kidou Keisatsu Patlabor 2 the Movie,https://api-cdn.myanimelist.net/images/anime/6/74764.jpg,https://api-cdn.myanimelist.net/images/anime/6/74764l.jpg,1993-08-07,7.9,movie,finished_airing,38,Military,24,Sci-Fi,7,Mystery,39,Police,1,1993,summer,6480,pg_13,10,Production I.G,8,Drama,18,Mecha,,,,,196,Production Reed,,,,,,,,,,
14407,Persona 3 the Movie 1: Spring of Birth,https://api-cdn.myanimelist.net/images/anime/6/55287.jpg,https://api-cdn.myanimelist.net/images/anime/6/55287l.jpg,2013-11-23,7.58,movie,finished_airing,1,Action,37,Supernatural,10,Fantasy,,,1,2013,fall,5880,r,88,AIC ASTA,,,,,,,,,,,,,,,,,,,,
1719,Rozen Maiden: Ouvertüre,https://api-cdn.myanimelist.net/images/anime/1/1719.jpg,https://api-cdn.myanimelist.net/images/anime/1/1719l.jpg,2006-12-23,7.73,special,finished_airing,1,Action,4,Comedy,8,Drama,16,Magic,2,2006,fall,1440,pg_13,70,Nomad,42,Seinen,,,,,,,,,,,,,,,,,,
290,Seikai no Monshou,https://api-cdn.myanimelist.net/images/anime/1493/94479.jpg,https://api-cdn.myanimelist.net/images/anime/1493/94479l.jpg,1999-01-03,7.69,tv,finished_airing,1,Action,38,Military,24,Sci-Fi,29,Space,13,1999,winter,1580,pg_13,14,Sunrise,22,Romance,,,,,,,,,,,,,,,,,,
154,Shaman King,https://api-cdn.myanimelist.net/images/anime/4/18990.jpg,https://api-cdn.myanimelist.net/images/anime/4/18990l.jpg,2001-07-04,7.78,tv,finished_airing,1,Action,2,Adventure,4,Comedy,31,Super Power,64,2001,summer,1380,pg_13,27,Xebec,37,Supernatural,27,Shounen,,,,,,,,,,,,,,,,
11757,Sword Art Online,https://api-cdn.myanimelist.net/images/anime/11/39717.jpg,https://api-cdn.myanimelist.net/images/anime/11/39717l.jpg,2012-07-08,7.24,tv,finished_airing,1,Action,11,Game,2,Adventure,22,Romance,25,2012,summer,1420,pg_13,56,A-1 Pictures,10,Fantasy,,,,,,,,,,,,,,,,,,
5074,Tetsuwan Birdy Decode:02,https://api-cdn.myanimelist.net/images/anime/10/53907.jpg,https://api-cdn.myanimelist.net/images/anime/10/53907l.jpg,2009-01-10,7.74,tv,finished_airing,1,Action,24,Sci-Fi,4,Comedy,,,12,2009,winter,1420,r,56,A-1 Pictures,,,,,,,,,,,,,,,,,,,,
31733,Bishoujo Senshi Sailor Moon Crystal Season III,https://api-cdn.myanimelist.net/images/anime/3/78859.jpg,https://api-cdn.myanimelist.net/images/anime/3/78859l.jpg,2016-04-04,7.72,tv,finished_airing,6,Demons,16,Magic,22,Romance,25,Shoujo,13,2016,spring,1440,pg_13,18,Toei Animation,,,,,,,,,,,,,,,,,,,,
1690,Bokura no,https://api-cdn.myanimelist.net/images/anime/1690/97048.jpg,https://api-cdn.myanimelist.net/images/anime/1690/97048l.jpg,2007-04-09,7.66,tv,finished_airing,24,Sci-Fi,40,Psychological,8,Drama,18,Mecha,24,2007,spring,1405,r,3,Gonzo,42,Seinen,,,,,,,,,,,,,,,,,,
4177,Bounen no Xamdou,https://api-cdn.myanimelist.net/images/anime/2/23189.jpg,https://api-cdn.myanimelist.net/images/anime/2/23189l.jpg,2008-07-15,7.68,ona,finished_airing,1,Action,38,Military,24,Sci-Fi,2,Adventure,26,2008,summer,1470,pg_13,4,Bones,,,,,,,,,,,,,,,,,,,,
10092,Break Blade 6: Doukoku no Toride,https://api-cdn.myanimelist.net/images/anime/4/68089.jpg,https://api-cdn.myanimelist.net/images/anime/4/68089l.jpg,2011-03-26,7.71,movie,finished_airing,1,Action,38,Military,10,Fantasy,18,Mecha,1,2011,winter,3125,r,10,Production I.G,27,Shounen,,,,,,,27,Xebec,,,,,,,,,,
9785,Detective Conan: Conan vs. Kid - Shark & Jewel,https://api-cdn.myanimelist.net/images/anime/13/27101.jpg,https://api-cdn.myanimelist.net/images/anime/13/27101l.jpg,2005-07-29,7.58,movie,finished_airing,2,Adventure,4,Comedy,15,Kids,7,Mystery,1,2005,summer,960,pg,,,39,Police,27,Shounen,,,,,,,,,,,,,,,,
985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,https://api-cdn.myanimelist.net/images/anime/7/10207.jpg,https://api-cdn.myanimelist.net/images/anime/7/10207l.jpg,1993-02-24,7.72,special,finished_airing,2,Adventure,8,Drama,10,Fantasy,27,Shounen,1,1993,winter,2880,pg_13,18,Toei Animation,,,,,,,,,,,,,,,,,,,,
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,https://api-cdn.myanimelist.net/images/anime/10/50885.jpg,https://api-cdn.myanimelist.net/images/anime/10/50885l.jpg,2013-07-07,7.66,tv,finished_airing,1,Action,6,Demons,37,Supernatural,10,Fantasy,13,2013,summer,1440,pg_13,37,Studio Deen,25,Shoujo,,,,,,,,,,,,,,,,,,
6984,Hidamari Sketch x 365 Specials,https://api-cdn.myanimelist.net/images/anime/13/17727.jpg,https://api-cdn.myanimelist.net/images/anime/13/17727l.jpg,2009-03-25,7.74,special,finished_airing,36,Slice of Life,4,Comedy,23,School,42,Seinen,3,2009,winter,1460,pg_13,44,Shaft,,,,,,,,,,,,,,,,,,,,
27991,K: Return of Kings,https://api-cdn.myanimelist.net/images/anime/6/76198.jpg,https://api-cdn.myanimelist.net/images/anime/6/76198l.jpg,2015-10-03,7.62,tv,finished_airing,1,Action,31,Super Power,37,Supernatural,,,13,2015,fall,1470,pg_13,309,GoHands,,,,,,,,,,,,,,,,,,,,
21659,Kill la Kill Specials,https://api-cdn.myanimelist.net/images/anime/12/73654.jpg,https://api-cdn.myanimelist.net/images/anime/12/73654l.jpg,2014-09-03,7.72,special,finished_airing,1,Action,4,Comedy,31,Super Power,23,School,2,2014,summer,1110,r,803,Trigger,,,,,,,,,,,,,,,,,,,,
3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,https://api-cdn.myanimelist.net/images/anime/5/21196.jpg,https://api-cdn.myanimelist.net/images/anime/5/21196l.jpg,1996-06-16,7.77,tv,finished_airing,36,Slice of Life,4,Comedy,39,Police,,,373,1996,summer,1500,pg_13,36,Gallop,,,,,,,,,,,,,,,,,,,,
474,Macross Plus,https://api-cdn.myanimelist.net/images/anime/6/22779.jpg,https://api-cdn.myanimelist.net/images/anime/6/22779l.jpg,1994-08-25,7.72,ova,finished_airing,8,Drama,18,Mecha,38,Military,22,Romance,4,1994,summer,2340,r,110,Triangle Staff,24,Sci-Fi,29,Space,,,,,,,,,,,,,,,,
1211,Macross Plus Movie Edition,https://api-cdn.myanimelist.net/images/anime/11/75806.jpg,https://api-cdn.myanimelist.net/images/anime/11/75806l.jpg,1995-10-07,7.72,movie,finished_airing,1,Action,2,Adventure,18,Mecha,38,Military,1,1995,fall,6900,pg_13,110,Triangle Staff,22,Romance,24,Sci-Fi,29,Space,,,,,,,,,,,,,,
9510,Mitsudomoe Zouryouchuu!,https://api-cdn.myanimelist.net/images/anime/11/71554.jpg,https://api-cdn.myanimelist.net/images/anime/11/71554l.jpg,2011-01-09,7.7,tv,finished_airing,36,Slice of Life,4,Comedy,23,School,,,8,2011,winter,1449,pg_13,397,Bridge,,,,,,,,,,,,,,,,,,,,
5751,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,https://api-cdn.myanimelist.net/images/anime/13/13553.jpg,https://api-cdn.myanimelist.net/images/anime/13/13553l.jpg,2009-05-26,7.67,ova,finished_airing,4,Comedy,30,Sports,23,School,27,Shounen,4,2009,spring,1440,pg_13,463,M.S.C,,,,,,,,,,,,,,,,,,,,
3515,Saint Seiya: Meiou Hades Elysion-hen,https://api-cdn.myanimelist.net/images/anime/9/55659.jpg,https://api-cdn.myanimelist.net/images/anime/9/55659l.jpg,2008-03-07,7.59,ova,finished_airing,1,Action,10,Fantasy,27,Shounen,31,Super Power,6,2008,winter,1500,pg_13,18,Toei Animation,,,,,,,,,,,,,,,,,,,,
13663,To LOVE-Ru Darkness,https://api-cdn.myanimelist.net/images/anime/8/42217.jpg,https://api-cdn.myanimelist.net/images/anime/8/42217l.jpg,2012-10-06,7.5,tv,finished_airing,4,Comedy,9,Ecchi,35,Harem,22,Romance,12,2012,fall,1380,r+,27,Xebec,23,School,24,Sci-Fi,27,Shounen,,,,,,,,,,,,,,
13851,To LOVE-Ru Darkness OVA,https://api-cdn.myanimelist.net/images/anime/9/41251.jpg,https://api-cdn.myanimelist.net/images/anime/9/41251l.jpg,2012-08-17,7.59,ova,finished_airing,24,Sci-Fi,35,Harem,4,Comedy,22,Romance,6,2012,summer,1550,r+,27,Xebec,9,Ecchi,23,School,27,Shounen,,,,,,,,,,,,,,
6956,Working!!,https://api-cdn.myanimelist.net/images/anime/10/75262.jpg,https://api-cdn.myanimelist.net/images/anime/10/75262l.jpg,2010-04-04,7.69,tv,finished_airing,4,Comedy,22,Romance,42,Seinen,36,Slice of Life,13,2010,spring,1440,pg_13,56,A-1 Pictures,,,,,,,,,,,,,,,,,,,,
9441,Yume-iro Pâtissière SP Professional,https://api-cdn.myanimelist.net/images/anime/2/27794.jpg,https://api-cdn.myanimelist.net/images/anime/2/27794l.jpg,2010-10-03,7.6,tv,finished_airing,36,Slice of Life,25,Shoujo,,,,,13,2010,fall,1440,g,1,Studio Pierrot,,,,,,,,,,,,,,,,,,,,
233,Daa! Daa! Daa!,https://api-cdn.myanimelist.net/images/anime/3/21166.jpg,https://api-cdn.myanimelist.net/images/anime/3/21166l.jpg,2000-03-28,7.65,tv,finished_airing,4,Comedy,24,Sci-Fi,25,Shoujo,,,78,2000,spring,1500,g,7,J.C.Staff,,,,,,,,,,,,,,,,,,,,
2397,Digimon Adventure: Bokura no War Game!,https://api-cdn.myanimelist.net/images/anime/12/72451.jpg,https://api-cdn.myanimelist.net/images/anime/12/72451l.jpg,2000-03-04,7.77,movie,finished_airing,24,Sci-Fi,2,Adventure,4,Comedy,15,Kids,1,2000,winter,2460,pg,18,Toei Animation,,,,,,,,,,,,,,,,,,,,
345,Eikoku Koi Monogatari Emma,https://api-cdn.myanimelist.net/images/anime/5/80117.jpg,https://api-cdn.myanimelist.net/images/anime/5/80117l.jpg,2005-04-03,7.66,tv,finished_airing,36,Slice of Life,13,Historical,8,Drama,22,Romance,12,2005,spring,1500,g,1,Studio Pierrot,42,Seinen,,,,,,,,,,,,,,,,,,
71,Full Metal Panic!,https://api-cdn.myanimelist.net/images/anime/2/75259.jpg,https://api-cdn.myanimelist.net/images/anime/2/75259l.jpg,2002-01-08,7.65,tv,finished_airing,1,Action,38,Military,24,Sci-Fi,4,Comedy,24,2002,winter,1440,r,3,Gonzo,18,Mecha,,,,,,,,,,,,,,,,,,
10793,Guilty Crown,https://api-cdn.myanimelist.net/images/anime/8/33713.jpg,https://api-cdn.myanimelist.net/images/anime/8/33713l.jpg,2011-10-14,7.5,tv,finished_airing,1,Action,24,Sci-Fi,31,Super Power,8,Drama,22,2011,fall,1440,r,10,Production I.G,22,Romance,18,Mecha,,,,,,,,,,,,,,,,
9760,Hoshi wo Ou Kodomo,https://api-cdn.myanimelist.net/images/anime/4/29684.jpg,https://api-cdn.myanimelist.net/images/anime/4/29684l.jpg,2011-05-07,7.57,movie,finished_airing,2,Adventure,22,Romance,10,Fantasy,,,1,2011,spring,6960,pg_13,291,CoMix Wave Films,,,,,,,,,,,,,,,,,,,,
160,"Ima, Soko ni Iru Boku",https://api-cdn.myanimelist.net/images/anime/1094/109008.jpg,https://api-cdn.myanimelist.net/images/anime/1094/109008l.jpg,1999-10-14,7.66,tv,finished_airing,2,Adventure,8,Drama,10,Fantasy,38,Military,13,1999,fall,1500,r,48,AIC,24,Sci-Fi,,,,,,,,,,,,,,,,,,
3713,Jigoku Shoujo Mitsuganae,https://api-cdn.myanimelist.net/images/anime/11/86976.jpg,https://api-cdn.myanimelist.net/images/anime/11/86976l.jpg,2008-10-04,7.65,tv,finished_airing,7,Mystery,40,Psychological,37,Supernatural,,,26,2008,fall,1499,r,37,Studio Deen,,,,,,,,,,,,,,,,,,,,
2593,Kara no Kyoukai 1: Fukan Fuukei,https://api-cdn.myanimelist.net/images/anime/12/21741.jpg,https://api-cdn.myanimelist.net/images/anime/12/21741l.jpg,2007-12-01,7.63,movie,finished_airing,1,Action,7,Mystery,37,Supernatural,41,Thriller,1,2007,fall,3000,r,43,ufotable,,,,,,,,,,,,,,,,,,,,
2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,https://api-cdn.myanimelist.net/images/anime/1142/106021.jpg,https://api-cdn.myanimelist.net/images/anime/1142/106021l.jpg,1988-10-01,7.65,movie,finished_airing,4,Comedy,8,Drama,22,Romance,27,Shounen,1,1988,fall,4140,r,1,Studio Pierrot,36,Slice of Life,,,,,,,,,,,,,,,,,,
32380,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,https://api-cdn.myanimelist.net/images/anime/1649/98516.jpg,https://api-cdn.myanimelist.net/images/anime/1649/98516l.jpg,2016-06-24,7.86,ova,finished_airing,2,Adventure,4,Comedy,37,Supernatural,16,Magic,1,2016,spring,1420,pg_13,37,Studio Deen,10,Fantasy,,,,,,,,,,,,,,,,,,
33263,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,https://api-cdn.myanimelist.net/images/anime/12/81588.jpg,https://api-cdn.myanimelist.net/images/anime/12/81588l.jpg,2016-10-26,7.82,ova,finished_airing,1,Action,7,Mystery,37,Supernatural,8,Drama,8,2016,fall,1800,r,44,Shaft,,,,,,,,,,,,,,,,,,,,
13203,Lupin the Third: Mine Fujiko to Iu Onna,https://api-cdn.myanimelist.net/images/anime/9/73347.jpg,https://api-cdn.myanimelist.net/images/anime/9/73347l.jpg,2012-04-05,7.78,tv,finished_airing,1,Action,2,Adventure,4,Comedy,9,Ecchi,13,2012,spring,1380,r+,73,TMS Entertainment,21,Samurai,42,Seinen,,,,,,,,,,,,,,,,
2963,Minami-ke,https://api-cdn.myanimelist.net/images/anime/2/75279.jpg,https://api-cdn.myanimelist.net/images/anime/2/75279l.jpg,2007-10-08,7.69,tv,finished_airing,36,Slice of Life,4,Comedy,23,School,,,13,2007,fall,1449,pg_13,39,Daume,,,,,,,,,,,,,,,,,,,,
87,Mobile Suit Gundam: Char's Counterattack,https://api-cdn.myanimelist.net/images/anime/1523/92371.jpg,https://api-cdn.myanimelist.net/images/anime/1523/92371l.jpg,1988-03-12,7.68,movie,finished_airing,38,Military,24,Sci-Fi,29,Space,8,Drama,1,1988,winter,7193,pg_13,14,Sunrise,18,Mecha,,,,,,,101,Studio Hibari,,,,,,,,,,
20,Naruto,https://api-cdn.myanimelist.net/images/anime/13/17405.jpg,https://api-cdn.myanimelist.net/images/anime/13/17405l.jpg,2002-10-03,7.91,tv,finished_airing,1,Action,2,Adventure,4,Comedy,31,Super Power,220,2002,fall,1404,pg_13,1,Studio Pierrot,17,Martial Arts,27,Shounen,,,,,,,,,,,,,,,,
31953,New Game!,https://api-cdn.myanimelist.net/images/anime/9/80417.jpg,https://api-cdn.myanimelist.net/images/anime/9/80417l.jpg,2016-07-04,7.61,tv,finished_airing,11,Game,36,Slice of Life,4,Comedy,,,12,2016,summer,1440,pg_13,95,Doga Kobo,,,,,,,,,,,,,,,,,,,,
28069,Shigatsu wa Kimi no Uso: Moments,https://api-cdn.myanimelist.net/images/anime/6/74156.jpg,https://api-cdn.myanimelist.net/images/anime/6/74156l.jpg,2015-05-15,7.71,ova,finished_airing,19,Music,27,Shounen,,,,,1,2015,spring,1394,pg_13,56,A-1 Pictures,,,,,,,,,,,,,,,,,,,,
1002,Top wo Nerae 2! Diebuster,https://api-cdn.myanimelist.net/images/anime/7/50475.jpg,https://api-cdn.myanimelist.net/images/anime/7/50475l.jpg,2004-10-03,7.67,ova,finished_airing,1,Action,24,Sci-Fi,29,Space,4,Comedy,6,2004,fall,1800,r+,6,Gainax,8,Drama,18,Mecha,,,,,,,,,,,,,,,,
9471,Baka to Test to Shoukanjuu: Matsuri,https://api-cdn.myanimelist.net/images/anime/3/67303.jpg,https://api-cdn.myanimelist.net/images/anime/3/67303l.jpg,2011-02-23,7.62,ova,finished_airing,4,Comedy,23,School,31,Super Power,,,2,2011,winter,1786,pg_13,300,SILVER LINK.,,,,,,,,,,,,,,,,,,,,
150,Blood+,https://api-cdn.myanimelist.net/images/anime/10/10183.jpg,https://api-cdn.myanimelist.net/images/anime/10/10183l.jpg,2005-10-08,7.65,tv,finished_airing,1,Action,38,Military,7,Mystery,14,Horror,50,2005,fall,1464,r,10,Production I.G,37,Supernatural,8,Drama,32,Vampire,,,,,,,,,,,,,,
60,Chrno Crusade,https://api-cdn.myanimelist.net/images/anime/13/14141.jpg,https://api-cdn.myanimelist.net/images/anime/13/14141l.jpg,2003-11-25,7.65,tv,finished_airing,1,Action,6,Demons,13,Historical,22,Romance,24,2003,fall,1385,r,3,Gonzo,27,Shounen,37,Supernatural,,,,,,,,,,,,,,,,
19671,Free!: FrFr - Short Movie,https://api-cdn.myanimelist.net/images/anime/3/55083.jpg,https://api-cdn.myanimelist.net/images/anime/3/55083l.jpg,2013-09-11,7.64,special,finished_airing,4,Comedy,30,Sports,,,,,7,2013,summer,134,pg_13,2,Kyoto Animation,,,,,,,,,,,,,,,,,,,,
120,Fruits Basket,https://api-cdn.myanimelist.net/images/anime/4/75204.jpg,https://api-cdn.myanimelist.net/images/anime/4/75204l.jpg,2001-07-05,7.69,tv,finished_airing,36,Slice of Life,4,Comedy,37,Supernatural,8,Drama,26,2001,summer,1440,pg_13,37,Studio Deen,22,Romance,25,Shoujo,,,,,,,,,,,,,,,,
74,Gakuen Alice,https://api-cdn.myanimelist.net/images/anime/4/18118.jpg,https://api-cdn.myanimelist.net/images/anime/4/18118l.jpg,2004-10-30,7.64,tv,finished_airing,4,Comedy,23,School,25,Shoujo,31,Super Power,26,2004,fall,1500,g,86,Group TAC,,,,,,,,,,,,,,,,,,,,
30364,Haikyuu!! Movie 2: Shousha to Haisha,https://api-cdn.myanimelist.net/images/anime/2/74813.jpg,https://api-cdn.myanimelist.net/images/anime/2/74813l.jpg,2015-09-18,7.95,movie,finished_airing,4,Comedy,30,Sports,8,Drama,23,School,1,2015,summer,5280,pg_13,10,Production I.G,27,Shounen,,,,,,,,,,,,,,,,,,
8426,Hourou Musuko,https://api-cdn.myanimelist.net/images/anime/13/53945.jpg,https://api-cdn.myanimelist.net/images/anime/13/53945l.jpg,2011-01-14,7.73,tv,finished_airing,8,Drama,22,Romance,23,School,42,Seinen,11,2011,winter,1380,pg_13,1306,AIC Classic,36,Slice of Life,,,,,,,,,,,,,,,,,,
33209,Huyao Xiao Hongniang: Wangquan Fugui,https://api-cdn.myanimelist.net/images/anime/1822/91952.jpg,https://api-cdn.myanimelist.net/images/anime/1822/91952l.jpg,2016-01-08,7.6,ona,finished_airing,4,Comedy,13,Historical,37,Supernatural,22,Romance,14,2016,winter,901,pg_13,1325,Haoliners Animation League,,,,,,,,,,,,,,,,,,,,
2547,Shoukoujo Sara,https://api-cdn.myanimelist.net/images/anime/8/3209.jpg,https://api-cdn.myanimelist.net/images/anime/8/3209l.jpg,1985-01-06,7.68,tv,finished_airing,36,Slice of Life,13,Historical,8,Drama,25,Shoujo,46,1985,winter,1539,g,22,Nippon Animation,,,,,,,,,,,,,,,,,,,,
22101,Soredemo Sekai wa Utsukushii,https://api-cdn.myanimelist.net/images/anime/4/59259.jpg,https://api-cdn.myanimelist.net/images/anime/4/59259l.jpg,2014-04-06,7.66,tv,finished_airing,2,Adventure,22,Romance,10,Fantasy,25,Shoujo,12,2014,spring,1372,pg_13,1,Studio Pierrot,,,,,,,,,,,,,,,,,,,,
182,Tenkuu no Escaflowne,https://api-cdn.myanimelist.net/images/anime/5/30689.jpg,https://api-cdn.myanimelist.net/images/anime/5/30689l.jpg,1996-04-02,7.69,tv,finished_airing,2,Adventure,40,Psychological,22,Romance,10,Fantasy,26,1996,spring,1460,pg_13,14,Sunrise,18,Mecha,,,,,,,,,,,,,,,,,,
21867,The Disappearance of Conan Edogawa: The Worst Two Days in History,https://api-cdn.myanimelist.net/images/anime/7/67289.jpg,https://api-cdn.myanimelist.net/images/anime/7/67289l.jpg,2014-12-26,7.78,special,finished_airing,2,Adventure,39,Police,4,Comedy,7,Mystery,1,2014,fall,5493,pg_13,73,TMS Entertainment,27,Shounen,,,,,,,,,,,,,,,,,,
28979,To LOVE-Ru Darkness 2nd,https://api-cdn.myanimelist.net/images/anime/5/69847.jpg,https://api-cdn.myanimelist.net/images/anime/5/69847l.jpg,2015-07-07,7.5,tv,finished_airing,4,Comedy,9,Ecchi,35,Harem,22,Romance,12,2015,summer,1380,r+,27,Xebec,23,School,24,Sci-Fi,27,Shounen,,,,,,,,,,,,,,
16011,Tokyo Ravens,https://api-cdn.myanimelist.net/images/anime/13/75094.jpg,https://api-cdn.myanimelist.net/images/anime/13/75094l.jpg,2013-10-09,7.52,tv,finished_airing,1,Action,4,Comedy,37,Supernatural,16,Magic,24,2013,fall,1420,pg_13,441,8bit,22,Romance,23,School,,,,,,,,,,,,,,,,
22819,Aikatsu! Movie,https://api-cdn.myanimelist.net/images/anime/2/68463.jpg,https://api-cdn.myanimelist.net/images/anime/2/68463l.jpg,2014-12-13,7.41,movie,finished_airing,36,Slice of Life,19,Music,23,School,25,Shoujo,1,2014,fall,5280,pg,14,Sunrise,,,,,,,,,,,,,,,,,,,,
9062,Angel Beats! Specials,https://api-cdn.myanimelist.net/images/anime/4/25073.jpg,https://api-cdn.myanimelist.net/images/anime/4/25073l.jpg,2010-12-22,7.61,special,finished_airing,1,Action,4,Comedy,23,School,37,Supernatural,2,2010,fall,1665,pg_13,132,P.A. Works,,,,,,,,,,,,,,,,,,,,
477,Aria the Animation,https://api-cdn.myanimelist.net/images/anime/2/77620.jpg,https://api-cdn.myanimelist.net/images/anime/2/77620l.jpg,2005-10-06,7.69,tv,finished_airing,24,Sci-Fi,36,Slice of Life,10,Fantasy,27,Shounen,13,2005,fall,1484,g,34,Hal Film Maker,,,,,,,,,,,,,,,,,,,,
6772,Break Blade 1: Kakusei no Toki,https://api-cdn.myanimelist.net/images/anime/10/68079.jpg,https://api-cdn.myanimelist.net/images/anime/10/68079l.jpg,2010-05-29,7.66,movie,finished_airing,1,Action,10,Fantasy,18,Mecha,38,Military,1,2010,spring,3076,r,10,Production I.G,27,Shounen,,,,,,,27,Xebec,,,,,,,,,,
2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,https://api-cdn.myanimelist.net/images/anime/1824/94859.jpg,https://api-cdn.myanimelist.net/images/anime/1824/94859l.jpg,2001-04-21,7.72,movie,finished_airing,4,Comedy,24,Sci-Fi,42,Seinen,,,1,2001,spring,5340,g,247,Shin-Ei Animation,,,,,,,,,,,,,,,,,,,,
5177,Denpa-teki na Kanojo,https://api-cdn.myanimelist.net/images/anime/1722/111810.jpg,https://api-cdn.myanimelist.net/images/anime/1722/111810l.jpg,2009-02-04,7.57,ova,finished_airing,7,Mystery,41,Thriller,23,School,,,2,2009,winter,2520,r,112,Brain's Base,,,,,,,,,,,,,,,,,,,,
2229,Dragon Quest: Dai no Daibouken (TV),https://api-cdn.myanimelist.net/images/anime/6/29401.jpg,https://api-cdn.myanimelist.net/images/anime/6/29401l.jpg,1991-10-17,7.62,tv,finished_airing,2,Adventure,4,Comedy,6,Demons,16,Magic,46,1991,fall,1440,g,18,Toei Animation,17,Martial Arts,10,Fantasy,27,Shounen,,,,,,,,,,,,,,
6927,Higashi no Eden: Air Communication,https://api-cdn.myanimelist.net/images/anime/11/17608.jpg,https://api-cdn.myanimelist.net/images/anime/11/17608l.jpg,2009-09-26,7.62,movie,finished_airing,7,Mystery,4,Comedy,22,Romance,,,1,2009,summer,7380,pg_13,10,Production I.G,,,,,,,,,,,,,,,,,,,,
4811,Ichigo Mashimaro Encore,https://api-cdn.myanimelist.net/images/anime/12/14251.jpg,https://api-cdn.myanimelist.net/images/anime/12/14251l.jpg,2009-01-23,7.7,ova,finished_airing,4,Comedy,36,Slice of Life,,,,,2,2009,winter,1620,pg_13,39,Daume,,,,,,,,,,,,,,,,,,,,
13403,Inu x Boku SS Special,https://api-cdn.myanimelist.net/images/anime/10/41927.jpg,https://api-cdn.myanimelist.net/images/anime/10/41927l.jpg,2012-09-26,7.59,special,finished_airing,4,Comedy,37,Supernatural,27,Shounen,,,1,2012,summer,1440,pg_13,287,David Production,,,,,,,,,,,,,,,,,,,,
228,Jigoku Shoujo,https://api-cdn.myanimelist.net/images/anime/3/71958.jpg,https://api-cdn.myanimelist.net/images/anime/3/71958l.jpg,2005-10-05,7.64,tv,finished_airing,7,Mystery,14,Horror,40,Psychological,37,Supernatural,26,2005,fall,1500,r,37,Studio Deen,,,,,,,,,,,,,,,,,,,,
30952,New Initial D Movie: Legend 3 - Mugen,https://api-cdn.myanimelist.net/images/anime/9/76759.jpg,https://api-cdn.myanimelist.net/images/anime/9/76759l.jpg,2016-02-06,7.82,movie,finished_airing,3,Cars,42,Seinen,30,Sports,,,1,2016,winter,3600,pg_13,537,SANZIGEN,,,,,,,,,839,LIDENFILMS,,,,,,,,,,
